time,TsPreOut_abnormal,TpreIn_abnormal,Texh_abnormal,PAw_abnormal,TsEcoOut_abnormal,PAs0_abnormal,Ts0_abnormal
273,62.67983463,149.4684685,77.48721945,2.134609671,197.0082881,0.972301438,230.3368019
274,62.80197925,149.6277577,77.57817914,2.135653689,197.3135821,0.973488054,230.6365085
275,62.92182808,149.5816039,77.66698977,2.146218633,197.6123477,0.976646869,230.929348
276,62.93937168,149.4298958,77.75368021,2.159504125,197.0046211,0.979778235,231.1153952
277,63.05460379,149.4725329,77.83828022,2.1795099,196.2904445,0.98288252,231.4947292
278,63.16752128,149.6094256,77.92082033,2.183835803,195.7698657,0.983960103,231.7674327
279,63.17812398,149.7404949,78.0013318,2.186881785,196.1429377,0.985011371,232.0335917
280,63.28641462,150.0656723,77.97984652,2.179447897,196.5097186,0.986036724,232.2932954
281,63.39239867,150.3848993,78.15639689,2.159134287,196.6702709,0.986036567,232.6466356
282,63.59608421,150.4981278,78.13101582,2.159941198,196.7246618,0.984011315,232.8937067
283,63.59748183,150.3053192,78.30373661,2.174268958,196.672962,0.981961387,232.8346053
284,63.69660448,150.4064444,78.27459287,2.178117981,195.9152462,0.983887208,232.8694301
285,63.79346732,150.8014836,78.24361852,2.184688761,195.7515924,0.986789209,233.2982814
286,63.88808767,151.2904258,78.41084763,2.191581864,196.2820816,0.989667822,233.721261
287,63.98048477,151.6732685,78.37631445,2.201597928,196.9067976,0.992523483,234.0384719
288,64.07067974,151.7500174,78.4400533,2.207937658,197.7258268,0.992356631,234.0500181
289,64.05869542,151.9206861,78.50209855,2.21060182,197.9392577,0.994167704,234.0560047
290,64.14455624,152.0852956,78.56248453,2.217191235,198.0471809,0.996957142,234.1565371
291,64.2282881,152.2438739,78.62124553,2.220106778,197.8496887,0.995725385,234.3517212
292,64.20991827,152.2964559,78.67841571,2.220149375,197.9468748,0.992472871,234.4416633
293,64.28947524,152.4430827,78.7340291,2.224519993,198.0388343,0.994200039,234.6264696
294,64.36698863,152.5838014,78.78811954,2.224019642,198.6256633,0.996907323,234.7062463
295,64.34248909,152.8186646,78.74072064,2.228649367,198.9074586,0.999595158,234.9810995
296,64.41600814,152.9477302,78.79186575,2.221210246,198.8843179,1.002263973,235.1511347
297,64.48757815,153.171061,78.84158794,2.233703388,199.056339,1.000914196,235.516457
298,64.45723216,153.388724,78.88991997,2.235729927,199.6236205,1.000546251,235.6771711
299,64.52500384,153.7007906,79.03689423,2.236091018,200.1862605,1.003160558,235.8333805
300,64.59092736,154.1073358,79.08254278,2.256787837,200.6443574,1.006757531,235.9851884
301,64.65503735,154.308438,79.12689727,2.267021576,200.3980095,1.009337581,236.2326967
302,64.71736876,154.2041789,79.06998894,2.265593439,200.4473144,1.005901114,236.1760065
303,64.67795684,154.0946427,79.11184862,2.244504641,199.8923696,0.99944853,236.0152175
304,64.73683701,154.3799163,79.15250669,2.223356406,199.5332718,0.994980224,235.9504285
305,64.79404485,154.7600886,79.09199308,2.200149962,199.7701171,0.994496586,236.0817371
306,64.94961598,155.5352504,79.23033724,2.218886541,200.7030008,0.993997998,236.6092394
307,65.10358602,156.2054943,79.26756816,2.264767374,201.2320172,0.993484839,237.0330301
308,65.25599054,156.570914,79.40371432,2.284993693,202.1572598,0.991957479,236.8532028
309,65.40686499,157.3316044,79.43880373,2.260366726,202.778821,0.993416284,237.0698494
310,65.55624466,158.1876615,79.57286388,2.216887696,203.8967919,0.992861612,237.5830604
311,65.70416464,158.9391815,79.60592176,2.207757818,204.6112626,0.994293816,237.9929247
312,65.75065976,159.5862613,79.53800384,2.206178301,204.722322,0.998713241,238.3995297
313,65.79576454,159.6289981,79.66913608,2.214550344,204.8300575,1.002120226,238.6029614
314,65.8395132,159.5674891,79.59934394,2.272075132,204.9345553,1.002515104,238.403304
315,65.88193957,159.2018312,79.72865234,2.283153842,205.0359001,1.004898201,238.3006401
316,65.8230771,158.9321213,79.6570857,2.289387635,204.2341753,1.006269836,238.3950507
317,65.96295882,158.8584557,79.7846679,2.271977659,203.4294627,1.008630321,238.4866154
318,65.90161731,158.6809302,79.81142232,2.236125046,203.4218429,1.010979963,238.7754119
319,65.93908467,158.0996398,79.73737185,2.221030913,203.3113946,1.01331906,238.6615164
320,65.87539252,157.6146789,79.76253882,2.21789636,202.4981953,1.012647906,238.6450034
321,65.81057198,157.1261408,79.6869451,2.242322469,201.3823209,1.013966786,238.5259458
322,65.84465364,156.8341177,79.71061204,2.276710304,200.3638457,1.017275981,238.604415
323,65.77766754,156.6387009,79.83356048,2.286660911,199.5428424,1.020575763,238.5804807
324,65.80964321,156.6399804,79.85581078,2.288575318,199.0193823,1.023866399,238.754211
325,65.8406096,156.638045,79.87738283,2.272854533,199.0935351,1.02414815,238.9256723
326,65.87059509,156.5329821,79.798296,2.250299544,199.865369,1.02442127,238.9949298
