time,corrective_profit,preventive_profit,local_profit,fed_profit
3926,7516.933736,9968.967178,11037.53994,11391.28927
3927,7516.154991,9972.150868,11040.73076,11394.62378
3928,7515.25473,9975.040867,11043.7079,11397.3934
3929,7514.432499,9977.859227,11046.89631,11400.42381
3930,7513.715044,9980.828912,11049.83311,11403.71158
3931,7512.890719,9983.984631,11052.79953,11406.87725
3932,7512.070873,9987.212172,11055.81046,11409.96762
3933,7511.190009,9990.272185,11058.97296,11413.08939
3934,7510.296857,9993.455988,11062.00068,11416.21553
3935,7505.453761,9996.464604,11064.76947,11419.25919
3936,7504.722557,9999.421272,11068.11629,11422.06504
3937,7503.94409,10002.48824,11071.16811,11424.8849
3938,7502.97881,10005.63585,11074.08065,11427.85432
3939,7501.98717,10008.46452,11077.23917,11430.89266
3940,7500.912171,10011.59956,11080.16814,11434.0917
3941,7499.906606,10014.69805,11083.08575,11437.04427
3942,7499.041404,10017.7499,11085.82062,11439.98386
3943,7498.096586,10020.79563,11088.86774,11443.0173
3944,7496.944923,10023.74124,11092.1065,11445.82047
3945,7496.201636,10026.7414,11095.0962,11448.84714
3946,7495.458417,10029.83452,11097.80638,11451.85655
3947,7494.474995,10032.89464,11100.89467,11454.95152
3948,7493.65535,10036.05357,11103.12863,11458.00976
3949,7492.822204,10038.90965,11105.37562,11460.98404
3950,7491.938359,10041.898,11107.80843,11464.19629
3951,7491.267927,10044.6815,11110.28231,11467.3172
3952,7490.391169,10047.69998,11112.57885,11470.29173
3953,7489.265562,10050.80024,11114.71883,11473.31345
3954,7488.409384,10054.13741,11116.99494,11476.5295
3955,7487.469123,10057.16122,11118.95035,11479.50229
3956,7486.862973,10060.17535,11121.19702,11482.61559
3957,7485.932394,10063.1064,11123.656,11485.9527
3958,7485.14553,10065.89732,11126.54563,11489.04237
3959,7484.132526,10068.7994,11129.51705,11491.75428
3960,7486.813532,10071.70486,11132.43978,11494.62014
3961,7489.86137,10074.74417,11135.37572,11497.81551
3962,7492.806746,10077.77845,11137.70795,11501.0466
3963,7495.945693,10080.70479,11139.8234,11504.12954
3964,7498.738962,10080.07702,11142.29829,11507.4095
3965,7501.791775,10079.03902,11144.54905,11510.69977
3966,7504.71012,10078.23303,11146.90276,11513.89374
3967,7507.863366,10077.49512,11149.32624,11516.70788
3968,7510.86638,10076.72108,11151.78218,11519.66519
3969,7513.935316,10075.91404,11154.02909,11522.88435
3970,7517.196837,10075.09233,11156.40508,11525.67606
3971,7520.255305,10073.96843,11158.91273,11528.68885
3972,7523.345643,10072.93382,11161.59329,11532.01218
3973,7526.277116,10072.15292,11165.01744,11535.00626
3974,7529.172666,10071.24877,11168.02243,11537.94642
3975,7532.193368,10070.43872,11171.19626,11541.01979
3976,7535.23618,10069.71225,11174.31129,11544.18868
3977,7538.166381,10068.84884,11176.43591,11547.3039
3978,7541.20193,10067.93443,11178.80621,11550.15928
3979,7544.167901,10067.25472,11181.26058,11553.10108
3980,7547.056137,10066.2681,11183.55491,11556.19417
3981,7550.444499,10065.50205,11185.80929,11559.11941
3982,7553.619441,10064.57707,11188.15661,11561.89225
3983,7556.439101,10063.48765,11190.31375,11565.05975
3984,7559.259705,10062.35472,11192.59982,11567.9355
3985,7562.371398,10061.53258,11194.9407,11570.98542
3986,7565.422607,10060.52606,11197.1421,11574.04269
3987,7568.536425,10059.77214,11200.0706,11577.06776
3988,7571.635717,10059.05784,11203.0733,11580.12783
3989,7574.680887,10061.89017,11206.1691,11582.94297
3990,7577.922201,10064.75414,11209.15912,11586.15487
3991,7581.183686,10067.68084,11212.05946,11589.19545
3992,7584.337544,10070.51636,11215.1303,11592.19755
3993,7587.464107,10073.54258,11218.16012,11595.34296
3994,7590.617481,10076.79214,11221.32844,11598.12076
3995,7593.656013,10080.09837,11224.35238,11601.4036
3996,7596.656126,10083.18411,11227.44646,11604.21741
3997,7599.498084,10086.04779,11230.66392,11607.14003
3998,7602.612933,10088.73332,11233.4371,11610.0242
3999,7605.510279,10091.6282,11236.8,11613.06567
4000,7608.732449,10094.78646,11239.78719,11616.05882
4001,7611.720597,10097.8096,11242.72036,11619.00803
4002,7614.651027,10100.65561,11245.7861,11621.91799
4003,7617.678462,10103.54722,11248.65821,11625.27316
4004,7620.719182,10106.77323,11251.70129,11628.30914
4005,7623.529356,10109.80341,11254.65094,11631.34021
4006,7626.537857,10112.76239,11257.75877,11634.33692
4007,7629.363783,10116.00579,11260.78355,11637.44844
4008,7632.294512,10118.63069,11263.70878,11640.59052
4009,7635.327502,10121.54634,11266.72886,11643.50743
4010,7638.391307,10124.67182,11269.90255,11646.68152
4011,7641.483336,10127.84732,11272.84337,11649.58543
4012,7644.785104,10131.18433,11275.72221,11652.48275
4013,7647.642379,10134.15327,11278.80994,11655.42878
4014,7650.482679,10137.15334,11281.78429,11658.47999
4015,7653.719583,10140.14365,11284.93456,11661.40277
4016,7656.893004,10143.23112,11287.85114,11664.59733
4017,7659.682829,10146.24067,11291.01188,11667.91447
4018,7662.559999,10149.31372,11293.97514,11670.97632
4019,7665.779048,10151.57406,11297.14423,11674.3648
4020,7668.469185,10154.04498,11299.96413,11677.33159
4021,7671.54156,10156.48214,11303.24084,11680.07735
4022,7674.627757,10158.81974,11306.32051,11683.23087
4023,7677.738769,10161.26744,11309.58759,11686.39517
4024,7680.66752,10163.23458,11312.46195,11689.4583
4025,7683.639633,10165.60268,11315.64097,11692.20775
4026,7686.885291,10167.11058,11318.84113,11695.37699
4027,7690.012265,10168.50682,11321.63175,11698.47399
4028,7692.845577,10170.07416,11324.6333,11701.68981
4029,7695.636857,10172.60286,11327.75521,11704.49762
4030,7698.735906,10174.87698,11330.59012,11707.65474
4031,7701.566106,10177.11276,11333.78702,11710.64249
4032,7704.46793,10179.2039,11337.17948,11713.5147
4033,7707.481923,10181.45828,11340.16234,11716.76993
4034,7710.630783,10183.54045,11343.30183,11719.87433
4035,7713.585229,10185.90117,11346.25082,11722.78841
4036,7716.510195,10188.04501,11349.32377,11725.94594
4037,7719.449093,10190.38866,11352.18026,11728.85913
4038,7722.281623,10192.84063,11354.94078,11731.85374
4039,7725.432619,10195.18866,11358.00644,11734.92284
4040,7728.606733,10197.59155,11360.9407,11738.14706
4041,7731.6414,10199.82423,11363.76611,11741.10996
4042,7734.612171,10202.1788,11366.90108,11744.41064
4043,7737.777722,10204.53026,11370.03444,11747.42476
4044,7740.975,10206.91979,11372.89141,11750.47617
4045,7744.095085,10209.08981,11375.75375,11753.68342
4046,7746.926581,10211.95128,11378.84672,11756.71014
4047,7749.701908,10214.70685,11382.0349,11759.89719
4048,7752.785241,10217.73478,11385.17547,11762.84061
4049,7755.906545,10220.87182,11384.1501,11765.78022
4050,7758.870934,10223.97088,11383.35339,11768.71365
4051,7761.668841,10227.02256,11382.27164,11771.67545
4052,7764.57369,10229.93755,11381.15851,11774.82585
4053,7767.452357,10232.70056,11380.33707,11777.87673
4054,7770.606863,10235.45165,11379.51931,11780.77754
4055,7773.684844,10238.56057,11378.81809,11783.50273
4056,7776.829011,10241.41848,11378.08665,11786.52459
4057,7779.917728,10244.39377,11377.24549,11789.6975
4058,7782.938692,10247.31614,11376.13834,11792.72488
4059,7786.245687,10250.52349,11375.20721,11795.62599
4060,7789.520478,10253.532,11374.23232,11798.516
4061,7792.384548,10256.59765,11373.30967,11801.40272
4062,7795.582235,10259.51242,11372.37439,11804.30833
4063,7798.522073,10262.75352,11371.73951,11807.23194
4064,7801.559717,10265.8639,11370.98524,11810.34091
4065,7804.659298,10269.23453,11369.9286,11813.45094
4066,7807.697549,10272.19866,11369.08367,11816.25947
4067,7810.53819,10275.22247,11367.94781,11819.36622
4068,7813.722206,10278.27424,11367.11292,11822.26733
4069,7816.796943,10281.47777,11366.17779,11825.3236
4070,7819.827346,10284.44705,11365.34127,11828.42884
4071,7823.095239,10287.53895,11364.69619,11831.44783
4072,7826.160081,10290.68587,11363.554,11834.38516
4073,7829.175477,10293.6868,11362.67033,11836.62089
4074,7832.046952,10296.52411,11365.64707,11839.05692
4075,7835.316163,10299.55818,11368.89747,11841.33332
4076,7838.194427,10302.3906,11371.79712,11843.88505
4077,7841.058046,10305.39846,11374.92886,11846.14356
4078,7844.396473,10308.20113,11377.67839,11848.59525
4079,7843.412946,10311.43924,11380.46138,11850.77041
4080,7842.447741,10314.68229,11383.62716,11852.92077
4081,7841.55459,10317.71787,11386.52665,11855.29312
4082,7840.681333,10320.59485,11389.29802,11857.6433
4083,7839.884139,10323.54996,11392.21828,11860.07138
4084,7838.819743,10326.59118,11395.30221,11862.33592
4085,7838.076152,10329.64733,11398.41078,11864.58177
4086,7837.01442,10332.51441,11401.50661,11866.88124
4087,7836.028328,10335.27584,11404.54388,11869.37442
4088,7835.064926,10338.05524,11407.47445,11871.64457
4089,7834.155054,10341.21843,11410.47779,11874.11321
4090,7833.162449,10344.18343,11413.86423,11876.43432
4091,7832.309002,10347.033,11416.62525,11878.53487
4092,7831.479166,10349.99948,11419.73518,11880.83113
4093,7830.871032,10353.16547,11422.94088,11883.93452
4094,7830.14623,10356.22645,11426.05339,11886.92637
4095,7829.23733,10359.26537,11428.95782,11890.01937
4096,7828.336326,10362.31925,11431.9238,11893.18504
4097,7827.396576,10365.30887,11435.10929,11896.14051
4098,7826.721629,10368.31374,11437.91971,11899.28775
4099,7826.148328,10371.25201,11441.11747,11901.89894
4100,7825.442845,10374.39532,11443.90405,11904.87839
4101,7824.550304,10377.47847,11446.70677,11907.72917
4102,7823.963148,10380.35484,11449.4101,11910.75704
4103,7822.837419,10383.46908,11452.50919,11913.55593
4104,7826.058574,10386.52013,11455.86588,11916.57687
4105,7829.184448,10389.59964,11458.77816,11919.52627
4106,7832.396109,10392.38716,11461.77578,11922.59302
4107,7835.28084,10395.36632,11464.76877,11925.66342
4108,7838.3889,10398.52198,11467.66712,11928.80181
4109,7841.484794,10401.45205,11470.70853,11931.65035
4110,7844.610683,10404.33503,11473.71479,11934.69522
4111,7847.611709,10407.3438,11476.90952,11936.87073
4112,7850.578014,10410.30339,11479.88686,11938.99218
4113,7853.849469,10413.57072,11483.19727,11941.31814
4114,7856.751584,10416.55893,11486.21059,11943.76683
4115,7859.605114,10419.63977,11489.11806,11946.0491
4116,7862.506917,10422.65733,11492.11335,11948.50743
4117,7865.462024,10425.58278,11495.03024,11950.77705
4118,7868.289046,10428.26612,11498.01553,11952.99621
4119,7871.144348,10431.39985,11501.02043,11955.3262
4120,7874.18015,10434.33697,11503.95315,11957.61356
4121,7877.074168,10437.18701,11506.9677,11960.58294
4122,7879.895443,10440.27052,11509.80216,11963.73261
4123,7883.018322,10443.12147,11512.93003,11966.82026
4124,7885.961175,10445.83431,11516.11804,11969.81526
4125,7889.026185,10448.80805,11519.12701,11973.1338
4126,7892.00961,10452.00424,11522.37301,11976.53751
4127,7894.662384,10454.95665,11525.34036,11979.51343
4128,7897.577306,10458.24432,11528.40437,11982.48898
4129,7900.420784,10461.30705,11531.36474,11985.42643
4130,7903.409231,10464.22058,11534.5176,11988.53024
4131,7906.149158,10467.39412,11537.46244,11991.71046
4132,7909.134963,10470.53762,11540.28341,11994.62859
4133,7912.155615,10473.51074,11543.06957,11997.58287
4134,7915.213056,10476.40651,11546.06368,12000.68856
4135,7918.364812,10479.46017,11548.82769,12003.69346
4136,7921.722441,10482.53966,11551.79379,12006.86612
4137,7924.543676,10485.49449,11555.00589,12009.1628
4138,7927.704785,10488.53325,11558.0419,12011.54447
4139,7930.68347,10491.58146,11561.45306,12013.60594
4140,7933.894806,10494.60837,11564.73321,12015.94119
4141,7937.078633,10497.52569,11567.83221,12018.22524
4142,7940.009454,10500.48735,11570.94703,12020.55187
4143,7942.842068,10503.41214,11573.99386,12022.70896
4144,7946.034229,10506.2144,11576.8509,12025.18619
4145,7949.146465,10509.12851,11579.72396,12027.40314
4146,7952.163885,10512.12692,11582.81074,12029.75536
4147,7955.071391,10514.87178,11586.01957,12032.65569
4148,7958.101432,10518.11898,11588.97217,12035.41385
4149,7961.198341,10521.28049,11592.00399,12038.29648
4150,7964.463527,10524.57659,11595.05761,12041.47265
4151,7967.141694,10527.80146,11598.05436,12044.39466
4152,7970.108651,10530.89258,11601.07964,12047.28178
4153,7973.287843,10534.03436,11603.96775,12050.47527
4154,7976.314294,10537.11323,11607.15556,12053.34149
4155,7979.524859,10540.14895,11610.30381,12056.31342
4156,7982.566629,10543.27855,11613.39685,12059.31933
4157,7985.528445,10545.86309,11616.26187,12062.30921
4158,7988.574253,10548.94114,11619.20635,12065.28081
4159,7991.927786,10552.03367,11622.10796,12068.56926
4160,7995.156273,10554.90338,11625.11535,12071.6874
4161,7998.023928,10557.91058,11628.22316,12074.74191
4162,8001.275812,10560.9613,11631.45501,12077.77508
4163,8004.195153,10564.06897,11634.47058,12080.63852
4164,8007.006728,10566.98985,11637.71501,12083.63006
4165,8009.954196,10570.14238,11640.77029,12086.67822
4166,8012.804503,10572.89523,11643.67623,12089.79741
4167,8015.677692,10575.87779,11646.75732,12092.90035
4168,8018.89137,10578.79947,11649.5743,12095.75368
4169,8021.808282,10581.68269,11652.70727,12098.91463
4170,8024.850848,10584.74814,11655.96944,12101.92022
4171,8027.848932,10587.87034,11658.95611,12105.05484
4172,8030.802143,10590.8009,11662.14721,12108.12139
4173,8033.618671,10593.6603,11665.38964,12111.25492
4174,8036.502424,10596.87518,11668.50006,12114.27814
4175,8039.550737,10599.79181,11671.37898,12117.25687
4176,8042.373601,10602.74976,11674.29616,12120.39099
4177,8045.362114,10605.66209,11677.16665,12123.26076
4178,8048.391398,10608.52219,11680.12235,12126.43355
4179,8051.619106,10611.50243,11683.30573,12129.31301
4180,8054.498515,10614.57138,11686.35926,12132.18265
4181,8057.778394,10617.4401,11689.40182,12135.29314
4182,8060.632706,10620.1223,11692.34684,12138.03633
4183,8063.693647,10623.13272,11695.29158,12141.06118
4184,8066.538466,10626.23604,11698.1442,12144.11682
4185,8069.529356,10629.49899,11701.09796,12147.34824
4186,8072.867928,10632.47944,11703.99589,12150.2405
4187,8075.655439,10635.28572,11707.21308,12153.39643
4188,8078.682212,10638.40476,11710.17179,12156.28026
4189,8081.787105,10641.34305,11713.12031,12159.03223
4190,8084.68969,10644.24712,11716.08355,12161.85871
4191,8087.797814,10647.18526,11719.16737,12164.76619
4192,8090.741995,10650.31531,11722.03392,12167.86242
4193,8093.861938,10653.32347,11725.04407,12171.14975
4194,8096.98115,10656.24483,11727.91407,12174.26266
4195,8099.924398,10659.42601,11731.02917,12177.32598
4196,8103.187335,10662.08162,11734.20536,12180.3925
4197,8106.280186,10665.28013,11737.23144,12183.26078
4198,8109.42959,10668.02283,11739.42548,12186.37863
4199,8112.438821,10671.05834,11741.65735,12189.26622
4200,8115.472496,10673.88702,11744.00631,12192.26744
4201,8118.347278,10676.85189,11746.17413,12195.44526
4202,8121.529788,10679.76988,11748.46505,12198.561
4203,8124.829444,10683.09982,11750.72006,12201.78868
4204,8127.752422,10686.12364,11752.94657,12204.45846
4205,8130.772786,10689.12449,11755.39579,12207.79838
4206,8133.528479,10692.33482,11757.81705,12210.78866
4207,8136.462481,10695.41864,11760.10803,12213.88047
4208,8139.618895,10698.66805,11763.11152,12216.78225
4209,8142.54022,10701.55954,11766.15866,12219.76479
4210,8145.748302,10704.5774,11769.31369,12222.7339
4211,8148.806107,10707.4721,11772.24543,12225.84095
4212,8151.667017,10710.23254,11775.24029,12228.56248
4213,8154.618421,10713.13544,11778.47775,12231.55724
4214,8157.43169,10716.16658,11781.67062,12234.70142
4215,8160.23472,10718.98106,11784.6256,12237.63072
4216,8163.145483,10721.91724,11787.38464,12240.6424
4217,8166.282044,10724.80783,11790.49496,12243.59811
4218,8169.393326,10728.09106,11793.61999,12246.43955
4219,8172.658153,10731.40764,11796.49617,12249.38881
4220,8175.718436,10734.67375,11799.54768,12252.35803
4221,8178.937303,10737.80385,11802.69661,12255.37953
4222,8181.864076,10740.71685,11805.84049,12258.57458
4223,8184.777669,10743.56563,11809.02507,12261.36936
4224,8187.603138,10746.73954,11812.03676,12264.3582
4225,8190.766143,10749.85117,11815.28228,12267.64175
4226,8193.793285,10752.77519,11818.1963,12270.641
4227,8196.717342,10755.60457,11821.11971,12273.69479
4228,8199.84274,10758.54617,11824.25467,12276.70787
4229,8202.904256,10761.5551,11827.28397,12279.80139
4230,8205.950739,10764.78136,11830.32993,12282.85398
4231,8208.933708,10767.86486,11832.45372,12286.05196
4232,8211.975955,10770.92,11834.56425,12289.04066
4233,8215.088498,10774.1439,11836.90542,12292.02222
4234,8217.899613,10777.35242,11839.35143,12295.0954
4235,8220.985696,10780.48497,11841.59194,12298.26938
4236,8223.998253,10783.78535,11844.10691,12301.40683
4237,8227.133568,10786.88115,11846.4125,12304.37282
4238,8230.008396,10789.84626,11848.67561,12307.56272
4239,8229.109042,10792.97117,11850.96444,12310.60292
4240,8228.323543,10795.94057,11853.25274,12313.45625
4241,8227.476276,10798.75657,11856.04112,12316.66945
4242,8226.766372,10801.67983,11859.0211,12319.60144
4243,8225.817542,10804.9515,11862.09945,12322.44634
4244,8224.926822,10808.09192,11865.0737,12325.42932
4245,8224.184496,10811.24133,11868.11771,12328.60687
4246,8223.456558,10814.38296,11871.08472,12331.66257
4247,8218.829748,10817.5965,11874.22556,12334.78326
4248,8214.232025,10820.46295,11877.28927,12337.80446
4249,8209.270653,10823.53167,11880.50062,12340.61438
4250,8204.41835,10826.51713,11883.42811,12343.71211
4251,8199.445467,10829.73222,11886.25927,12346.97989
4252,8194.722231,10832.92935,11889.18373,12350.06369
4253,8190.104418,10836.14368,11892.25423,12353.13229
4254,8185.278067,10839.36333,11895.26747,12356.36795
4255,8180.576872,10842.19566,11898.29379,12359.31986
4256,8176.003847,10845.0853,11901.46541,12362.26258
4257,8171.287436,10848.14271,11904.85818,12365.22614
4258,8166.563148,10851.33127,11907.97831,12367.99294
4259,8161.770982,10854.46406,11910.81824,12370.9267
4260,8156.872767,10857.35221,11912.95663,12374.10217
4261,8152.198435,10860.10827,11915.29338,12377.09798
4262,8147.207897,10863.05383,11917.62618,12380.22568
4263,8142.398742,10866.00854,11920.08113,12383.42887
4264,8141.548061,10869.23109,11922.54193,12386.4383
4265,8136.708051,10872.01394,11924.91516,12389.22936
4266,8131.941763,10875.31486,11927.22443,12392.18573
4267,8127.146757,10878.46891,11929.45483,12395.18842
4268,8122.230323,10881.34264,11931.52848,12398.11431
4269,8117.585023,10884.48455,11933.57256,12401.35536
4270,8112.865683,10887.26935,11936.73185,12404.18988
4271,8108.152896,10890.4872,11939.80763,12407.2176
4272,8107.533199,10893.41673,11942.80471,12410.2571
4273,8106.888911,10896.58188,11945.7533,12413.05333
4274,8105.914509,10899.84089,11948.54259,12416.1961
4275,8105.045857,10902.93208,11951.4318,12418.9299
4276,8104.158458,10905.80265,11954.57644,12421.82908
4277,8103.223734,10908.74024,11957.30813,12424.77966
4278,8102.369496,10911.68512,11960.44577,12428.05802
4279,8101.623788,10914.84086,11963.57545,12431.09716
4280,8100.747525,10918.03633,11966.81993,12433.9905
4281,8099.906369,10921.01909,11969.78756,12436.97999
4282,8099.07374,10924.29791,11972.95628,12439.99364
4283,8098.371554,10927.55389,11975.81458,12442.8316
4284,8097.630895,10930.74863,11978.85421,12445.67241
4285,8096.724066,10933.9709,11981.90609,12448.53071
4286,8095.59885,10936.91291,11984.77908,12451.65288
4287,8094.602569,10939.75113,11987.78159,12454.6888
4288,8093.588694,10942.91138,11990.77072,12457.70972
4289,8092.71432,10945.10057,11993.90351,12460.74102
4290,8095.406447,10947.407,11996.79997,12463.74621
4291,8098.451153,10949.7528,11999.99522,12466.71193
4292,8101.634369,10952.23954,12002.93023,12469.74738
4293,8105.05811,10954.58807,12006.10687,12472.86354
4294,8108.029512,10956.98741,12009.05979,12475.75681
4295,8110.961405,10959.40041,12012.43765,12478.4447
4296,8114.176219,10961.60075,12015.44504,12481.64983
4297,8117.304553,10963.88249,12018.47482,12484.96637
4298,8120.42094,10966.15112,12021.74621,12487.98233
4299,8123.668354,10969.35116,12024.71236,12490.97283
4300,8126.810306,10972.44777,12027.64505,12493.97894
4301,8129.98202,10975.21435,12030.79577,12497.20751
4302,8133.162532,10978.31473,12033.74428,12500.06656
4303,8136.154818,10981.35869,12036.94098,12503.16637
4304,8139.062557,10984.42987,12039.93386,12505.44877
4305,8141.985818,10987.63216,12042.96637,12507.62953
4306,8144.953085,10990.48145,12045.91361,12509.64555
4307,8147.891514,10993.39148,12049.06203,12511.94204
4308,8150.661363,10996.29948,12052.07944,12514.16624
4309,8153.468746,10999.42432,12055.36858,12516.61875
4310,8156.705365,11002.51253,12058.37032,12518.70806
4311,8159.865002,11005.55734,12061.36053,12521.16343
4312,8162.563232,11008.66546,12064.4791,12523.45181
4313,8165.627941,11011.64536,12067.56698,12525.72159
4314,8168.70956,11014.65723,12070.76126,12528.72032
4315,8171.689674,11013.88115,12073.76031,12531.68731
4316,8174.655107,11012.87685,12076.8067,12534.79346
4317,8177.679423,11011.97603,12079.80657,12537.68157
4318,8180.603205,11011.07688,12082.8128,12540.50768
4319,8183.738725,11010.12352,12085.91967,12543.38918
4320,8186.812368,11009.20516,12088.89654,12546.42147
4321,8189.90539,11008.30507,12091.75889,12549.64608
4322,8193.050758,11007.53185,12094.92504,12552.76652
4323,8196.148586,11006.59227,12097.81882,12555.83281
4324,8199.057568,11005.56763,12100.74613,12558.73263
4325,8202.048569,11004.59728,12103.6732,12562.04861
4326,8205.130989,11003.52507,12106.57442,12564.89915
4327,8208.083828,11002.76414,12109.78182,12567.85123
4328,8211.193933,11001.94612,12112.76527,12571.18009
4329,8214.168289,11000.31196,12116.13405,12574.22198
4330,8217.152715,10998.68054,12119.28813,12577.03365
4331,8220.083606,10996.99758,12122.22941,12579.85015
4332,8223.239061,10995.26742,12125.2444,12582.88963
4333,8226.034971,10993.57743,12128.5097,12585.90914
4334,8229.034306,10991.73831,12131.86819,12588.98214
4335,8231.961991,10990.05573,12134.87765,12592.02306
4336,8234.981294,10988.30579,12138.04823,12595.13797
4337,8237.911328,10986.65394,12141.01745,12598.42914
4338,8240.932775,10984.86073,12143.97725,12600.63418
4339,8244.00853,10983.9826,12146.8842,12602.93982
4340,8247.281773,10986.956,12150.30791,12605.12467
4341,8250.248673,10990.19935,12153.29126,12607.26161
4342,8252.910508,10993.15752,12156.16982,12609.66896
4343,8255.885944,10996.21241,12159.37984,12611.98117
4344,8259.064123,10999.0484,12162.18641,12614.09336
4345,8262.064236,11002.0089,12165.14323,12616.35967
4346,8265.37159,11004.43476,12168.19471,12618.60217
4347,8268.1922,11006.66046,12171.19966,12620.94711
4348,8271.196116,11008.97372,12173.86721,12624.26528
4349,8274.137819,11011.44341,12176.96376,12627.48152
4350,8277.097593,11013.88833,12179.93587,12630.31726
4351,8280.130521,11016.19226,12183.1118,12633.45374
4352,8283.12162,11018.66258,12185.98955,12636.58198
4353,8286.216041,11020.87122,12188.86019,12639.52484
4354,8289.349382,11023.2369,12191.98111,12642.62875
4355,8292.510445,11025.61179,12194.91364,12645.52721
4356,8295.617958,11028.83962,12198.05361,12648.54853
4357,8298.701257,11031.75128,12201.12681,12651.53589
4358,8301.836608,11034.90495,12204.12084,12654.80017
4359,8304.77877,11038.00625,12207.01187,12657.7132
4360,8307.762333,11041.35958,12210.24101,12660.54921
4361,8310.925903,11044.5857,12213.4642,12663.46312
4362,8313.762535,11047.25918,12216.5537,12666.55832
4363,8316.727422,11050.30092,12219.56141,12669.64207
4364,8319.745332,11053.55519,12222.71236,12672.56639
4365,8322.961307,11056.45098,12225.75273,12675.56739
4366,8326.041398,11059.61004,12228.60295,12678.46971
4367,8329.0293,11062.82132,12231.82107,12681.47071
4368,8331.894785,11065.98079,12234.8786,12684.44547
4369,8334.920399,11069.03749,12238.01902,12687.42207
4370,8338.030578,11072.07078,12241.09778,12690.50547
4371,8341.345063,11075.39934,12244.20041,12693.73917
4372,8344.295991,11078.51715,12247.38416,12696.94588
4373,8347.305881,11081.23196,12250.41468,12700.16542
4374,8350.466875,11084.2754,12253.45245,12703.3685
4375,8353.382229,11087.46041,12256.77813,12706.33018
4376,8356.359428,11090.1872,12259.82296,12709.21564
4377,8359.367778,11093.36565,12262.78205,12712.18487
4378,8362.528025,11096.3527,12265.85782,12715.10196
4379,8365.758889,11099.24775,12268.95728,12718.27924
4380,8368.382537,11102.20806,12271.68636,12721.34763
4381,8371.209842,11105.28418,12274.56681,12724.24555
4382,8374.230082,11108.36481,12277.46661,12727.12761
4383,8377.420595,11111.55397,12280.47273,12730.14899
4384,8380.336917,11114.39027,12283.56852,12733.53326
4385,8383.218618,11117.36099,12286.76195,12736.47774
4386,8386.227304,11120.61446,12289.74081,12739.79604
4387,8389.415482,11123.38842,12292.56442,12742.67076
4388,8392.517363,11126.45196,12295.56262,12745.76596
4389,8395.48573,11129.85562,12298.33476,12748.53032
4390,8398.294474,11132.54651,12301.4463,12751.31263
4391,8401.520924,11135.55861,12304.66841,12754.31855
4392,8404.568477,11138.52011,12306.85986,12757.58032
4393,8407.720695,11141.50032,12309.00444,12760.71911
4394,8410.771664,11144.70127,12311.00665,12763.80704
4395,8413.799003,11147.71327,12313.23091,12765.89532
4396,8416.743338,11150.62543,12315.54604,12767.87097
4397,8419.770215,11153.64281,12317.86472,12769.83883
4398,8422.562794,11156.59074,12320.05737,12772.19452
4399,8425.71748,11159.65761,12322.45136,12774.24729
4400,8428.981317,11162.82395,12324.67115,12776.45427
4401,8431.742421,11165.83541,12326.85985,12778.93858
4402,8434.879128,11168.67775,12329.82311,12781.12866
4403,8438.079849,11171.767,12333.06128,12783.56764
4404,8441.165346,11174.95224,12336.02015,12785.58754
4405,8444.241325,11178.00873,12338.96117,12788.57061
4406,8447.323229,11180.98135,12341.82829,12791.65663
4407,8450.506692,11184.04699,12345.06702,12794.749
4408,8453.359039,11187.10855,12348.26073,12797.89424
4409,8456.563099,11190.12449,12351.64284,12801.10679
4410,8459.541398,11192.98547,12354.8835,12804.18294
4411,8462.50913,11195.8951,12357.96414,12807.21846
4412,8465.578669,11198.64683,12360.9716,12810.23418
4413,8468.493865,11201.58467,12364.05654,12813.42237
4414,8471.341578,11204.68223,12367.19502,12816.44615
4415,8474.347166,11207.59472,12369.99441,12819.57659
4416,8477.171595,11210.35297,12373.17539,12822.40895
4417,8480.165607,11213.50657,12376.20066,12825.59539
4418,8483.234276,11216.53486,12379.23901,12828.73951
4419,8486.179362,11219.5899,12382.25421,12831.60304
4420,8489.41706,11222.53145,12385.36327,12834.51948
4421,8488.507014,11225.78677,12388.65128,12837.48051
4422,8487.653004,11228.73292,12391.68207,12840.45418
4423,8486.524353,11231.82455,12394.59258,12843.45748
4424,8485.745923,11234.73309,12397.61045,12846.45274
4425,8484.802835,11237.83515,12400.36045,12849.33843
4426,8484.118465,11241.1505,12403.29122,12852.5482
4427,8483.281617,11244.18292,12406.12696,12855.60211
4428,8482.287187,11247.07118,12409.39698,12858.71514
4429,8481.263969,11250.11933,12412.54678,12861.69679
4430,8480.137674,11253.12907,12415.60558,12864.72235
4431,8479.362297,11256.24227,12418.60013,12867.80524
4432,8478.486923,11259.28941,12421.47026,12870.92608
4433,8477.765709,11262.15925,12424.43313,12873.95227
4434,8476.929495,11265.31273,12427.59858,12877.02509
4435,8476.049465,11268.35253,12430.81546,12880.0043
4436,8475.371622,11271.3497,12433.70954,12883.17883
4437,8474.482446,11274.48335,12436.6754,12886.33366
4438,8473.631254,11277.64891,12439.78831,12889.38916
4439,8472.791973,11280.76588,12443.17818,12892.66719
4440,8471.761801,11283.94709,12446.31237,12895.69505
4441,8470.922248,11286.96357,12449.42215,12898.72335
4442,8470.340672,11290.05499,12452.32869,12902.02821
4443,8469.308424,11292.9216,12455.40866,12904.80849
